Serial,SPoint,StRegion,Region,Country,RSex,RAge,PeopTrst,RNSSEC,REconAct,Tea,Tea2,HEdQual,HEdQual2,HHincome,UnionSA,TUSAEver,NghBrHd,ResPres,Voted01,PdJobSC,CharOft,CharAmt,PolitSC,GovRight,GovSelf,DemoNow,GrpMemb1,GrpMemb2,GrpMemb3,GrpMemb4,GrpMemb5,IncDiffs,IncDiff,IDCards,MoreWelf,SocHelp,DeathApp,WrongLaw,PartyId2,agegp1,agegp2,incomegp,incomeg1,trust,volgp,volgp1,qual1,qual2
160210,107,1,1,2,2,19,-2,10,10,3,17,5,6,1,3,3,0,7,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,4,2,4,5,1,1,1,1,,-1,-1,2,2
160211,107,1,1,2,2,35,2,4.1,3,1,15,3,4,15,1,-3,35,4,1,1,-2,-2,4,3,8,5,4,1,2,4,4,2,3,2,2,3,4,1,4,1,1,2,2,1,0,0,1,2
160213,107,1,1,2,2,43,-2,13.3,3,2,16,3,4,8,1,-3,5,4,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,1,4,4,1,2,1,1,,-1,-1,1,2
160214,107,1,1,2,2,59,2,12.2,3,1,15,4,5,2,3,3,37,4,1,1,-2,-2,3,3,2,7,4,4,1,4,1,2,4,3,3,2,5,4,4,2,2,1,1,1,1,1,2,2
160215,107,1,1,2,1,62,-2,9.1,3,3,17,2,3,8,3,3,5,3,8,2,3,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,2,2,2,2,5,2,3,1,1,,-1,-1,1,1
160216,107,1,1,2,2,41,-1,13.1,3,4,18,7,8,4,3,3,4,5,2,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,2,1,1,,-1,-1,2,2
160219,108,1,1,2,2,73,-2,7.1,9,1,15,7,8,97,3,3,50,3,1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,3,2,3,8,2,3,,,,-1,-1,2,2
160224,108,1,1,2,1,48,-2,13.4,8,1,15,7,8,2,3,3,19,3,2,2,1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,3,-2,2,9,1,2,5,2,2,1,1,,-1,-1,2,2
160227,108,1,1,2,2,31,-2,12.1,1,1,15,4,5,3,3,3,31,3,2,2,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,3,-2,3,3,1,3,5,1,1,1,1,,-1,-1,2,2
160228,108,1,1,2,1,45,-2,12.3,3,2,16,3,4,12,1,-3,42,3,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,2,2,2,2,1,2,2,2,,-1,-1,1,2
160229,108,1,1,2,2,74,2,12.1,9,1,14,7,8,3,3,3,53,3,1,2,-2,-2,2,4,2,6,4,4,1,4,4,2,4,3,9,9,9,9,3,2,3,1,1,1,0,0,2,2
160231,108,1,1,2,1,68,-2,12.2,8,1,15,7,8,2,3,1,50,3,1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,3,1,4,4,2,3,1,1,,-1,-1,2,2
160232,108,1,1,2,1,20,2,7.2,3,3,17,3,4,97,1,-3,19,3,2,1,-2,-2,1,2,3,8,2,2,4,2,2,3,3,1,4,3,5,3,4,1,1,,,1,1,1,1,2
160233,108,1,1,2,2,33,-2,13.4,3,2,16,4,5,6,3,1,2,3,1,1,6,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,3,2,2,1,2,1,1,1,1,,-1,-1,2,2
160235,108,1,1,2,2,43,3,10,3,3,17,2,3,12,3,1,10,3,1,1,-2,-2,1,4,3,6,4,3,3,4,4,2,3,2,3,3,3,3,5,1,2,2,2,0,0,0,1,1
160238,108,1,1,2,2,43,3,12.2,3,2,16,4,5,5,3,3,5,3,2,1,-2,-2,3,4,2,98,4,4,3,4,4,2,2,2,3,2,5,3,2,1,2,1,1,0,0,0,2,2
160239,108,1,1,2,2,25,-2,12.2,3,2,16,4,5,98,3,1,25,3,2,1,6,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,4,1,1,4,5,1,1,,,,-1,-1,2,2
160242,108,1,1,2,2,38,-2,10,7,1,15,7,8,3,1,-3,16,3,2,2,5,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,2,-2,4,4,2,4,4,1,1,1,1,,-1,-1,2,2
160247,108,1,1,2,2,58,2,9.1,9,1,15,5,6,14,3,1,12,3,1,9,-2,-2,1,2,4,8,2,2,2,2,2,9,9,9,9,9,9,9,2,2,2,2,2,1,1,1,2,2
160248,108,1,1,2,2,47,-2,7.1,3,1,15,3,4,9,1,-3,40,3,1,1,5,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,3,-2,4,1,3,3,4,2,2,2,1,,-1,-1,1,2
160250,109,1,1,2,1,43,3,7.2,3,4,18,1,2,8,3,3,26,5,1,1,-2,-2,2,3,3,7,3,4,2,3,3,4,5,2,4,2,3,4,1,1,2,1,1,0,1,0,1,1
160253,109,1,1,2,2,56,3,4.1,3,5,21,1,1,17,1,-3,14,5,2,1,-2,-2,1,2,4,9,9,1,9,9,9,1,3,2,3,3,3,3,5,2,2,2,2,0,0,0,1,1
160254,109,1,1,2,1,57,-2,4.1,3,5,25,1,2,17,1,-3,6,4,1,1,5,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,-2,1,3,3,4,2,2,2,2,2,,-1,-1,1,1
160255,109,1,1,2,2,76,-2,6,9,1,15,3,4,3,3,3,69,4,1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,4,2,4,2,3,1,1,,-1,-1,1,2
160256,109,1,1,2,2,68,-1,7.3,9,1,15,5,6,3,3,1,40,4,1,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,3,1,1,,-1,-1,2,2
160259,109,1,1,2,2,73,3,12.1,9,1,14,5,6,97,3,3,50,4,1,2,-2,-2,3,5,8,98,4,4,4,4,4,8,8,2,3,3,2,3,2,2,3,,,0,0,0,2,2
160260,109,1,1,2,2,42,-1,13.2,3,2,16,4,5,6,3,1,20,4,1,-1,4,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,2,1,1,,-1,-1,2,2
160262,109,1,1,2,2,79,-1,13.4,9,1,14,7,8,2,3,3,20,4,1,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,2,3,1,1,,-1,-1,2,2
160263,109,1,1,2,2,34,-2,12.2,3,2,16,3,4,9,1,-3,34,4,1,1,3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,3,-2,3,3,3,2,2,1,1,2,1,,-1,-1,1,2
160264,109,1,1,2,1,50,-2,13.1,3,3,17,3,4,9,3,3,32,4,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,2,1,3,4,2,2,2,1,,-1,-1,1,2
160267,109,1,1,2,2,57,-1,4.1,10,5,24,1,2,98,3,3,27,4,1,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,2,,,,-1,-1,1,1
160270,109,1,1,2,2,56,-1,10,3,5,22,1,2,15,3,1,15,4,1,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,2,2,2,,-1,-1,1,1
160273,109,1,1,2,1,53,-2,3.3,3,5,27,1,2,15,3,3,13,5,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,4,5,2,3,2,2,2,2,,-1,-1,1,1
160275,109,1,1,2,1,37,-2,3.3,3,2,16,4,5,7,3,3,0,5,2,1,4,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,-2,1,5,1,4,4,1,1,1,1,,-1,-1,2,2
160280,110,1,1,2,1,70,2,12.1,3,1,15,7,8,7,3,1,20,2,1,1,-2,-2,2,1,1,9,4,3,4,4,4,3,5,1,2,3,1,1,5,2,3,1,1,1,0,0,2,2
160282,110,1,1,2,1,60,-2,9.1,3,2,16,5,6,9,3,1,36,2,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,1,2,6,2,3,2,1,,-1,-1,2,2
160286,110,1,1,2,1,49,3,12.2,3,5,21,1,2,5,1,-3,1,2,1,1,-2,-2,3,3,4,6,4,1,1,1,3,3,8,2,2,4,2,3,2,2,2,1,1,0,1,0,1,1
160288,110,1,1,2,2,22,-2,13.1,1,5,22,3,4,1,3,3,12,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,3,5,3,8,1,1,1,1,,-1,-1,1,2
160289,110,1,1,2,1,52,3,6,3,3,17,3,4,16,3,1,19,2,1,1,-2,-2,3,3,4,6,4,3,3,1,2,2,4,1,3,4,2,5,3,2,2,2,2,0,1,1,1,2
160290,110,1,1,2,1,45,-1,6,3,5,19,3,4,12,2,-3,7,2,1,-1,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,2,2,2,,-1,-1,1,2
160291,110,1,1,2,1,69,-2,9.1,9,1,15,5,6,97,3,3,45,2,1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1,2,1,2,3,,,,-1,-1,2,2
160293,110,1,1,2,2,58,-2,12.7,9,4,18,4,5,5,3,3,29,2,1,2,4,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,3,3,4,9,2,2,2,1,1,,-1,-1,2,2
160294,110,1,1,2,1,78,-2,4.1,9,1,15,3,4,15,3,2,16,2,1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,2,2,2,1,2,3,2,2,,-1,-1,1,2
160295,110,1,1,2,2,46,-1,2,3,3,17,3,4,15,3,1,42,2,1,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2,2,2,2,,-1,-1,1,2
160297,110,1,1,2,2,20,-2,7.2,3,3,17,3,4,17,3,3,19,2,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,3,4,4,1,1,1,2,2,,-1,-1,1,2
160298,110,1,1,2,1,42,3,7.2,3,2,16,3,4,12,1,-3,10,2,1,1,-2,-2,3,3,3,8,4,2,4,3,4,2,2,1,4,2,1,2,2,1,2,2,2,0,0,0,1,2
160300,110,1,1,2,1,32,-2,4.1,3,5,22,1,2,17,3,1,9,2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,4,5,4,4,1,1,2,2,,-1,-1,1,1
160302,110,1,1,2,2,26,-2,7.1,3,3,17,3,4,12,1,-3,4,1,1,1,1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,2,-2,2,3,3,3,4,1,1,2,2,,-1,-1,1,2
160304,110,1,1,2,2,72,2,9.1,3,1,14,7,8,3,3,1,8,2,2,1,-2,-2,4,8,8,98,4,3,1,4,4,2,2,3,2,4,3,3,5,2,3,1,1,1,0,0,2,2
160305,110,1,1,2,1,31,-2,3.1,3,5,26,1,2,14,3,3,5,2,1,1,4,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,4,-2,4,3,2,3,4,1,1,2,2,,-1,-1,1,1
160306,110,1,1,2,2,40,-2,4.1,3,2,16,4,5,7,1,-3,9,2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,2,2,3,4,1,2,1,1,,-1,-1,2,2
160309,110,1,1,2,1,54,-2,8.1,3,4,18,3,4,12,3,2,12,2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,3,3,3,1,2,2,2,2,,-1,-1,1,2
160311,111,1,1,2,2,32,-2,3.1,3,5,23,1,2,17,1,-3,4,1,1,1,5,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,3,-2,2,3,4,3,2,1,1,2,2,,-1,-1,1,1
160314,111,1,1,2,2,82,-2,10,9,1,15,7,8,10,3,1,47,2,1,2,6,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,2,2,1,4,2,2,3,2,1,,-1,-1,2,2
160315,111,1,1,2,2,63,-2,10,3,1,15,3,4,10,1,-3,12,2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,3,1,3,4,2,3,2,1,,-1,-1,1,2
160316,111,1,1,2,2,37,2,12.2,3,2,16,4,5,97,3,3,4,1,2,1,-2,-2,4,8,8,5,2,2,2,2,2,8,8,4,4,4,4,2,5,1,1,,,1,1,1,2,2
160318,111,1,1,2,2,53,-2,6,3,2,16,3,4,14,3,1,0,2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,1,2,2,2,2,2,2,,-1,-1,1,2
160319,111,1,1,2,2,50,3,10,3,3,17,4,5,11,1,-3,7,2,1,1,-2,-2,3,2,4,7,4,2,4,4,4,2,2,2,2,2,4,4,2,2,2,2,1,0,0,0,2,2
160322,111,1,1,2,2,43,2,4.1,3,5,21,1,2,14,2,-3,4,1,1,1,-2,-2,3,3,3,6,4,2,2,1,3,3,3,2,2,4,2,2,2,1,2,2,2,1,1,0,1,1
160324,111,1,1,2,1,47,-2,4.1,3,5,21,1,2,17,3,1,2,2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,4,4,4,2,2,2,2,2,,-1,-1,1,1
160325,111,1,1,2,1,50,2,4.1,3,5,25,1,1,15,3,3,5,2,1,1,-2,-2,2,3,3,5,4,4,4,4,3,4,4,2,3,2,5,3,3,2,2,2,2,1,1,0,1,1
160326,111,1,1,2,2,38,-2,10,3,1,15,7,8,12,1,-3,10,2,1,1,4,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,3,3,2,2,2,1,1,2,2,,-1,-1,2,2
160327,111,1,1,2,2,28,-1,7.2,10,2,16,3,4,3,3,3,2,2,2,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,1,1,,-1,-1,1,2
160331,111,1,1,2,1,87,2,6,9,4,18,3,4,14,2,-3,40,2,1,2,-2,-2,2,2,4,6,2,2,1,4,4,4,2,2,2,4,4,3,2,2,3,2,2,1,0,0,1,2
160332,111,1,1,2,2,44,-1,12.1,3,2,16,7,8,2,1,-3,15,2,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,2,1,1,,-1,-1,2,2
160337,111,1,1,2,1,58,2,3.3,3,5,23,1,2,17,3,2,4,2,1,1,-2,-2,3,3,4,7,4,1,1,1,3,2,2,2,3,4,4,2,1,2,2,2,2,1,1,0,1,1
160341,111,1,1,2,1,64,-2,10,3,1,15,7,8,7,3,1,6,2,1,1,4,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,3,-2,2,1,1,1,5,2,3,1,1,,-1,-1,2,2
160342,112,1,1,2,1,64,-2,8.1,3,5,23,1,2,14,3,1,17,1,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,3,5,2,2,2,3,2,2,,-1,-1,1,1
160347,112,1,1,2,2,42,-2,3.2,3,5,20,1,1,14,3,1,11,3,1,1,4,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,3,3,4,3,2,1,2,2,2,,-1,-1,1,1
160349,112,1,1,2,2,84,3,13.4,9,2,16,7,8,97,3,1,83,1,1,2,-2,-2,3,2,1,7,4,3,3,4,4,3,3,3,2,3,4,2,2,2,3,,,0,0,0,2,2
160350,112,1,1,2,1,51,-2,4.1,3,4,18,1,2,14,1,-3,18,1,1,1,4,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,4,3,3,4,2,2,2,2,2,,-1,-1,1,1
160351,112,1,1,2,2,27,-2,13.2,10,1,15,4,5,3,3,3,1,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,3,1,2,4,1,1,1,1,,-1,-1,2,2
160355,112,1,1,2,1,23,-1,13.1,3,7,96,3,4,11,3,3,1,1,2,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,1,2,1,,-1,-1,1,2
160356,112,1,1,2,2,62,-2,13.4,9,1,15,7,8,98,3,1,13,1,1,2,5,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,4,-2,4,1,1,4,2,2,3,,,,-1,-1,2,2
160357,112,1,1,2,2,31,-2,3.2,3,5,22,1,2,11,1,-3,7,1,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,5,5,5,3,1,1,2,1,,-1,-1,1,1
160359,112,1,1,2,1,24,-2,3.2,3,5,23,1,1,12,3,3,0,1,1,1,3,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,3,3,3,3,2,1,1,2,2,,-1,-1,1,1
160360,112,1,1,2,2,33,-2,4.1,3,5,25,1,2,15,1,-3,14,1,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,4,5,4,4,1,1,2,2,,-1,-1,1,1
160362,112,1,1,2,2,24,-1,4.3,3,5,21,1,2,7,3,3,4,1,1,-1,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,1,1,,-1,-1,1,1
160363,112,1,1,2,1,30,-2,10,3,2,16,4,5,11,3,3,16,1,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,2,4,4,4,1,1,2,1,,-1,-1,2,2
160364,112,1,1,2,1,59,2,10,6,1,15,5,6,10,3,1,59,1,1,2,-2,-2,2,4,4,8,4,2,3,4,4,2,4,2,4,2,2,2,2,2,2,2,1,1,0,0,2,2
160365,112,1,1,2,2,20,-2,13.4,1,7,96,3,4,3,3,3,1,1,2,2,5,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,3,-2,2,4,5,2,3,1,1,1,1,,-1,-1,1,2
160366,112,1,1,2,2,35,-1,10,3,5,23,1,2,6,1,-3,0,1,1,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,1,1,1,,-1,-1,1,1
160367,112,1,1,2,2,20,-1,7.1,10,2,16,4,5,1,3,3,20,1,2,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,1,1,1,,-1,-1,2,2
160368,112,1,1,2,2,69,-1,7.3,3,1,15,4,5,8,1,-3,8,1,1,-1,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,3,1,1,,-1,-1,2,2
160369,112,1,1,2,1,36,-2,12.2,3,4,18,4,5,97,3,3,36,1,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,3,3,4,5,1,1,,,,-1,-1,2,2
160372,112,1,1,2,1,32,-2,3.2,3,5,21,1,2,12,3,3,3,1,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,3,1,4,1,1,1,2,2,,-1,-1,1,1
160373,113,1,1,2,1,54,3,10,3,5,19,4,5,12,3,1,8,2,1,1,-2,-2,2,4,2,8,4,3,3,1,1,2,4,2,2,4,4,2,3,2,2,2,2,0,1,1,2,2
160374,113,1,1,2,1,56,-2,13.1,8,1,15,7,8,5,3,1,50,2,1,2,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,4,-2,2,4,2,2,2,2,2,1,1,,-1,-1,2,2
160375,113,1,1,2,2,72,-2,13.4,9,1,15,7,8,3,3,3,3,2,1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,2,2,2,5,2,3,1,1,,-1,-1,2,2
160376,113,1,1,2,1,40,3,12.2,5,1,15,4,5,3,3,3,31,2,2,2,-2,-2,3,4,3,98,4,4,3,4,1,3,3,3,3,3,2,4,5,1,2,1,1,0,1,1,2,2
160377,113,1,1,2,2,43,-2,13.5,10,2,16,7,8,7,3,1,40,2,2,2,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,2,4,2,2,8,1,2,1,1,,-1,-1,2,2
160378,113,1,1,2,2,65,-2,13.1,3,1,15,4,5,7,3,3,20,2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,4,4,4,2,3,1,1,,-1,-1,2,2
160380,113,1,1,2,1,30,-2,10,3,2,16,5,6,7,3,3,3,2,2,1,3,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,2,2,3,2,5,1,1,1,1,,-1,-1,2,2
160382,113,1,1,2,2,48,3,7.2,3,1,15,7,8,3,1,-3,14,2,1,1,-2,-2,3,5,2,5,4,1,4,4,4,2,1,2,4,1,2,3,4,2,2,1,1,0,0,0,2,2
160383,113,1,1,2,2,79,-2,8.1,9,1,15,7,8,97,3,3,0,1,1,2,4,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,4,-2,5,1,1,4,1,2,3,,,,-1,-1,2,2
160384,113,1,1,2,2,30,-2,7.1,3,3,17,2,3,12,3,3,8,2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,3,3,2,4,1,1,2,2,,-1,-1,1,1
160387,113,1,1,2,1,70,-2,13.4,9,1,15,7,8,8,3,1,26,2,1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,2,1,2,2,2,3,1,1,,-1,-1,2,2
160388,113,1,1,2,2,54,2,10,3,1,15,7,8,10,3,1,24,2,1,1,-2,-2,2,2,2,7,4,2,4,4,3,1,3,1,2,3,3,2,5,2,2,2,1,1,1,0,2,2
160389,113,1,1,2,2,25,-2,12.4,3,5,20,4,5,14,1,-3,25,2,2,1,3,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,-2,1,1,2,2,5,1,1,2,2,,-1,-1,2,2
160394,113,1,1,2,2,45,2,5,8,3,17,1,2,14,3,3,8,2,2,2,-2,-2,3,2,4,10,4,4,1,4,4,2,2,5,2,4,4,2,1,1,2,2,2,1,0,0,1,1
160395,113,1,1,2,2,36,-2,12.2,3,1,15,5,6,6,3,1,4,2,2,1,3,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,4,3,1,3,4,1,1,1,1,,-1,-1,2,2
160397,113,1,1,2,2,31,3,7.1,3,3,17,3,4,13,3,3,2,4,2,1,-2,-2,4,4,3,98,4,4,4,4,4,2,4,2,4,4,2,3,5,1,1,2,2,0,0,0,1,2
160398,113,1,1,2,2,39,-2,4.1,3,4,18,3,4,11,3,3,39,5,1,1,3,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,4,3,2,3,4,1,1,2,1,,-1,-1,1,2
160399,113,1,1,2,2,52,-2,10,10,1,15,5,6,16,3,3,12,2,1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,1,1,2,2,2,2,2,,-1,-1,2,2
160404,114,1,1,2,1,52,-2,10,3,1,15,5,6,97,3,1,20,5,2,1,5,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,4,-2,2,2,2,3,2,2,2,,,,-1,-1,2,2
160406,114,1,1,2,1,25,2,8.1,3,2,16,4,5,97,3,3,20,3,2,1,-2,-2,4,3,2,5,4,4,4,4,4,4,4,3,2,2,2,4,5,1,1,,,1,0,0,2,2
160407,114,1,1,2,2,38,-2,4.1,3,5,22,1,2,97,3,1,2,3,1,1,5,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,3,-2,2,3,2,3,5,1,1,,,,-1,-1,1,1
160408,114,1,1,2,1,28,-2,7.4,3,1,15,7,8,8,3,3,3,3,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,3,2,3,2,1,1,1,1,,-1,-1,2,2
160409,114,1,1,2,2,37,2,7.2,3,5,21,1,2,97,1,-3,4,3,1,1,-2,-2,1,2,4,9,4,1,3,3,1,2,2,2,2,3,1,3,2,1,1,,,1,1,1,1,1
160410,114,1,1,2,2,23,-2,4.1,3,5,22,1,2,15,3,3,23,3,1,1,4,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,2,3,1,3,2,1,1,2,2,,-1,-1,1,1
160412,114,1,1,2,1,58,2,6,3,2,16,3,4,17,3,3,29,3,1,1,-2,-2,3,3,2,6,3,4,2,1,1,4,4,2,3,2,1,2,2,2,2,2,2,1,1,1,1,2
160415,114,1,1,2,1,42,-1,2,3,2,16,2,3,17,3,3,14,4,2,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,2,2,2,,-1,-1,1,1
160416,114,1,1,2,1,40,-2,7.4,3,5,19,3,4,97,3,3,10,5,2,1,3,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,4,-2,4,2,2,3,5,1,2,,,,-1,-1,1,2
160417,114,1,1,2,1,53,-2,10,3,5,19,4,5,16,3,3,13,5,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,3,2,4,1,2,2,2,2,,-1,-1,2,2
160418,114,1,1,2,2,56,2,3.1,3,5,21,2,3,16,3,1,28,3,1,1,-2,-2,3,3,2,8,4,3,3,1,3,3,4,2,2,3,2,4,3,2,2,2,2,1,1,0,1,1
160420,114,1,1,2,2,34,-2,7.2,10,5,29,7,8,98,3,3,5,4,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,3,5,1,1,,,,-1,-1,2,2
160422,114,1,1,2,2,72,-2,7.2,3,1,15,3,4,97,3,3,50,5,1,1,1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,2,2,4,4,3,2,3,,,,-1,-1,1,2
160423,114,1,1,2,1,56,-2,6,3,3,17,2,3,97,3,3,15,3,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,4,1,2,1,2,2,,,,-1,-1,1,1
160425,114,1,1,2,1,56,-2,6,3,2,16,7,8,97,3,1,57,3,2,1,3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,4,-2,2,2,2,3,2,2,2,,,,-1,-1,2,2
160426,114,1,1,2,1,52,-2,10,3,4,18,3,4,17,1,-3,20,3,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,3,3,2,2,2,2,2,,-1,-1,1,2
160427,114,1,1,2,2,57,2,9.1,3,2,16,4,5,97,3,3,27,3,1,1,-2,-2,3,3,3,7,4,4,4,4,4,2,4,3,2,4,2,3,4,2,2,,,1,0,0,2,2
160428,114,1,1,2,1,34,-2,9.1,3,2,16,2,3,97,3,3,6,3,1,1,3,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,4,-2,4,3,1,2,2,1,1,,,,-1,-1,1,1
